Child_Name,Ancestor_Name,Edit_Distance,sum
Cornelisse,Cornelisdr,2,336
Gustaf,Gustav,1,336
Arisen,Arissen,1,336
Kari,Karen,2,336
Mathew,Matthew,1,333
Rachel,Rachael,1,333
Joannes,Joannis,1,333
Annes,Anne,1,330
Rr,Rd,1,330
Ole,Else,2,330
Gustav,Gustaf,1,327
Arij,Maria,2,327
Francoise,Franoise,1,327
Anthony,Anton,2,327
Bernhard,Bernard,1,327
Frans,Fransz,1,327
Diedrich,Diederich,1,324
Eliza,Elijah,2,324
Jan,Mans,2,324
Frederick,Frederic,1,324
Margrete,Margrethe,1,324
Karl,Karen,2,321
Josephte,Josephe,1,321
Jesse,Jessie,1,321
Martens,Marten,1,321
Hendrikus,Henricus,2,321
Erik,Berit,2,318
Mdric,Marie,2,318
Adrian,Adriaan,1,318
Edna,Ella,2,318
Alexandrine,Alexandre,2,318
Frederikke,Frederik,2,318
Suzana,Susanna,2,318
Male,Mary,2,318
Larry,Mary,2,318
Perry,Henry,2,318
Fanny,Nancy,2,315
Claesz,Claas,2,315
Lily,Emily,2,315
Clarence,Florence,2,315
Anne,Annes,1,315
Elen,Ole,2,315
Inga,Anna,2,315
Edna,Ada,2,315
Anna,Annae,1,312
Anna,Nn,2,312
Giovanna,Giovanni,1,312
Julius,Julie,2,312
Karen,Sren,2,312
Rachael,Rachel,1,309
Antonie,Anthonie,1,309
Michael,Michel,1,309
Catharina,Catrina,2,309
Mack,Mary,2,309
Maria,Arij,2,309
Per,Pehr,1,309
Marie,Martine,2,306
Johanna,Hanna,2,306
Anders,Andersen,2,306
Harmens,Harmen,1,303
Douwes,Douwe,1,303
Jelle,Jelles,1,303
Margaretha,Margaret,2,303
Mario,Maria,1,300
George,Georgia,2,300
Emma,Jemima,2,300
Elizabeth,Elizabetha,1,300
Mary,Maren,2,300
Andre,Anne,2,300
Katherine,Katharina,2,300
Elna,Anna,2,300
Patricia,Patrick,2,300
Adolf,Adolph,2,300
Hendrika,Hendrina,1,300
Mogensen,Mogens,2,300
Karen,Kari,2,300
Maria,Carin,2,300
Wilfred,Alfred,2,297
Hardy,Mary,2,297
Elmer,Ellen,2,297
Olive,Oliver,1,297
Mae,May,1,297
Willa,William,2,297
Isabelle,Isabella,1,291
Marion,Martin,2,291
Mae,Marie,2,291
Gerritsz,Gerrit,2,291
Dirks,Dirk,1,291
Emma,Ella,2,291
Hansdotter,Johansdotter,2,288
Carmel,Carmen,1,288
Hendriks,Henrik,2,288
Sieger,Siegers,1,288
Willebord,Willeboords,2,288
Grietje,Trientje,2,288
Kornelia,Cornelis,2,288
James,Jannes,2,288
Fokke,Fokken,1,288
Berta,Brita,2,288
Mackenzie,Mckenzie,1,288
Everts,Evert,1,288
Ytie,Wytze,2,288
Vita,Rita,1,288
Marguerie,Marguerite,1,288
Tjabel,Tjabels,1,288
Lodewijk,Lodewijna,2,288
Matti,Hetti,2,288
Juriene,Jurie,2,288
Ytie,Yfke,2,288
Fredrik,Fredrika,1,288
Jos,Yns,2,288
Born,Joan,2,288
Allen,Ellen,1,285
William,Wiliam,1,285
Marion,Marie,2,285
Frantiek,Frantika,2,282
Antonia,Antonius,2,282
Aina,Anna,1,282
Jacobsz,Jacobs,1,282
Johnie,John,2,282
Hans,Mads,2,279
Simon,Sijmon,1,279
Lena,Helena,2,279
Cruz,Luz,2,279
Petter,Peter,1,279
Derk,Derks,1,279
Helene,Helena,1,279
Johannis,Johanna,2,276
Jose,Josef,1,276
Erika,Brita,2,276
Mria,Maria,1,276
Erik,Henrik,2,276
Francesco,Francesca,1,276
Joane,John,2,276
Willem,William,2,276
Albertus,Albert,2,276
Maren,Maria,2,276
Peter,Petter,1,276
Christiana,Christiane,1,276
Aage,Ane,2,273
Janna,Johanna,2,273
Alexandra,Alexander,2,273
Berend,Berends,1,273
Tomasa,Toms,2,273
Margrethe,Magrethe,1,273
Rene,Anne,2,273
Mathias,Matthias,1,273
Curt,Carl,2,273
Konstantin,Constantin,1,270
Charles,Charlie,2,270
Stephanus,Stefanus,2,270
Asa,Anna,2,270
Carolina,Caroline,1,270
Caroline,Karoline,1,267
Fredrik,Frederik,1,267
Etienne,Tienne,1,267
Eliza,Elisha,2,267
Marius,Maria,2,267
Jakobus,Jacobus,1,267
Margret,Margaret,1,267
Bernard,Gerhard,2,264
Asa,Ann,2,264
Erna,Anna,2,264
Fokkes,Fokke,1,264
Matts,Mats,1,264
Leenderts,Leendert,1,264
Arie,Arij,1,264
Mae,Lee,2,264
Solomon,Salomon,1,264
Elsje,Elsien,2,261
Edmond,Edmund,1,261
Roelfs,Roelf,1,261
Karl,Sara,2,258
Francisca,Francis,2,258
Dirk,Dirks,1,258
Elsa,Eva,2,255
Jonathan,Nathan,2,255
Sjoerd,Sjoerds,1,255
Hendrika,Hendrica,1,252
Arij,Arie,1,252
Margaret,Margret,1,252
Henriette,Henrietta,1,252
Reinders,Reinder,1,249
Marinus,Marinusse,2,249
Emil,Emma,2,249
Joao,Jose,2,249
Maria,Marta,1,249
Theresa,Theresia,1,249
Christine,Christen,2,249
Jos,Josef,2,249
Isaac,Issac,1,249
Norma,Norman,1,249
Marie,Mae,2,246
Katherine,Catharine,2,246
Margaretha,Margareta,1,246
Lee,Levi,2,246
Margareta,Margeta,2,246
Sophia,Sofia,2,246
George,Georges,1,246
Wessel,Wessels,1,246
Elsie,Jessie,2,246
Margaretha,Margarethe,1,246
Lea,Jean,2,246
Theodorus,Theodora,2,246
Cathrina,Catharina,1,246
Mannes,Mans,2,243
Annie,Minnie,2,243
Christiana,Christina,1,243
Geert,Geertje,2,243
Ruth,Hugh,2,243
Adam,Adams,1,243
Magaretha,Margaretha,1,243
Cary,Mary,1,243
Pietersz,Pietersdr,2,240
Josef,Jozef,1,240
Dirk,Dirkje,2,240
Izak,Izaak,1,240
Christen,Christian,2,240
Ignacia,Ignacio,1,240
Lars,Carl,2,240
Lovisa,Lisa,2,240
Francesca,Francesco,1,240
Larsen,Madsen,2,240
Filippus,Philippus,2,240
Gertrud,Gertrudis,2,240
Herman,Hermina,2,240
Caterina,Catharina,2,240
Karin,Karen,1,240
Hubert,Robert,2,240
Berends,Berend,1,237
Cornelisd,Cornelis,1,237
James,Jabez,2,237
Marthina,Marthinus,2,237
Matias,Maria,2,237
Eva,Ada,2,234
Bernhard,Gerhard,2,234
Antonino,Antonina,1,234
Martin,Maren,2,234
Harm,Harmen,2,234
Jose,Joao,2,234
Geertje,Geesje,2,231
Jo,John,2,231
Joan,Johann,2,231
Carel,Karel,1,231
Simon,Simons,1,231
Willemina,Wilhelmina,2,231
Joe,Jose,1,228
Carl,Paul,2,228
Christiane,Christine,1,228
Elizabetha,Elizabeth,1,228
Leslie,Jessie,2,228
Aukje,Antje,2,228
Frederic,Frederick,1,228
Marinus,Marinusz,1,228
Jacobus,Jacobs,1,228
Therese,Thrse,2,228
Pieter,Pieterse,2,228
Josephe,Josephte,1,228
Gerhard,Bernhard,2,225
Martin,Marta,2,225
Geertruida,Gertruida,1,225
Harmen,Harmens,1,225
Evertsz,Evert,2,225
Evert,Everts,1,225
Issac,Isaac,1,225
Harley,Charles,2,225
Lars,Sara,2,225
Willemsdr,Willems,2,222
Son,Ann,2,222
Louws,Lauw,2,222
Erika,Erik,1,222
Auguste,Augusta,1,222
Marina,Maria,1,222
Josef,Jos,2,219
Catherina,Catherine,1,219
Bernardus,Bernhardus,1,219
Jabez,James,2,219
Oline,Ole,2,219
Kristina,Christina,2,219
Emma,Emil,2,219
Hendrik,Hendrikus,2,219
Carolyn,Caroline,2,219
Laura,Lars,2,219
Katharina,Katherina,1,219
Johannus,Johannes,1,219
Jurie,Jre,2,216
Joan,Joran,1,216
Johan,Joran,1,216
Kasimir,Casimir,1,216
Victorine,Victoire,2,216
Lucie,Julie,2,216
Jennie,Annie,2,216
Gerhardus,Bernhardus,2,216
Henri,Henry,1,216
Ida,Lisa,2,216
Johannas,Johannes,1,216
Jantina,Jantin,1,216
Philip,Philipp,1,216
Ate,Ates,1,216
Catharina,Cathariena,1,216
Rd,Hj,2,216
Abraham,Abram,2,216
Neas,Aeneas,2,216
Pieters,Pieterse,1,216
Martine,Marie,2,213
Maria,Marit,1,213
Catarina,Catharina,1,213
Jeanne,Joannes,2,213
Elisabeth,Lisabeth,1,213
Hinrich,Heinrich,1,213
Erik,Emil,2,213
Jacobse,Jacob,2,213
Rosa,Jose,2,210
Edmund,Edmond,1,210
Jouws,Jouw,1,210
Edna,Eva,2,210
Gerhardus,Bernardus,2,210
Luisa,Luis,1,210
Ann,Asa,2,210
Fannie,Fanny,2,210
Anna,Asa,2,210
Kay,Mary,2,210
Julia,Julius,2,207
Norah,Sarah,2,207
Antonina,Antonino,1,207
Maria,Garcia,2,207
Jeanie,Jane,2,207
Bernard,Bernardus,2,207
Francis,Franois,1,207
Dale,Jane,2,207
Magdalene,Magdalena,1,207
Adrian,Adriana,1,207
Anni,Anna,1,204
Marco,Mara,2,204
Christiaan,Christian,1,204
Samuel,Lemuel,2,204
Rafaela,Rafael,1,204
Willie,Sallie,2,204
Marthinus,Marthina,2,204
Sally,Polly,2,204
Aukje,Baukje,1,204
Claesz,Claes,1,204
Karolina,Karoline,1,204
Matthias,Mathias,1,204
Mari,Marit,1,201
Henrica,Henricus,2,201
Dawid,David,1,201
Gsta,Gustaf,2,201
Giovanni,Giovanna,1,201
Peter,Per,2,201
Nicholas,Nicolas,1,201
Willemse,Willem,2,201
Charley,Charles,1,201
Albert,Hubert,2,201
Karel,Carel,1,201
Ann,Hans,2,201
Anna,Hanne,2,198
Hester,Esther,2,198
Jacob,Jakobs,2,198
Hans,Hanss,1,198
Mariah,Maria,1,198
Roy,May,2,198
Jack,Jacob,2,198
Anna,Annika,2,198
Ida,Ada,1,198
Rr,Nr,1,198
Emil,Erik,2,198
Lewis,Levi,2,198
Harms,Harmen,2,198
Hendrika,Hendrikus,2,198
Hendrika,Hindrik,2,198
Matts,Matti,1,198
Ole,Eli,2,195
Fred,Alfred,2,195
Hans,Jan,2,195
Kurt,Karl,2,195
Hannah,Hanna,1,192
Theodoor,Theodora,2,192
Nicolas,Nicolasa,1,192
Margaretha,Margaritha,1,192
Hendrikjen,Hendrikje,1,192
Marinusdr,Marinusz,2,192
Bastiaan,Bastiaanse,2,192
Marten,Martje,2,192
Svend,Even,2,192
Anun,Knut,2,192
Marit,Maritte,2,192
Beert,Geert,1,192
Arie,Ariesz,2,192
Barendse,Barends,1,192
Klaas,Klaasen,2,192
Marchien,Margien,2,192
Klaasje,Kaatje,2,192
Dirksje,Dirkje,1,192
Durk,Dirk,1,192
Hazel,Mabel,2,192
Ijsbrandszn,Ijsbrandsdr,2,192
Anotonio,Antonio,1,192
Anotonio,Antonia,2,192
Niesje,Geesje,2,192
Inger,Ingjer,1,192
Matts,Mait,2,192
Martta,Maria,2,192
Enne,Ennes,1,192
Aelbertse,Aelbertsen,1,192
Eltjen,Eltje,1,192
Albertje,Alberts,2,192
Elsje,Eltje,1,192
Albert,Alderts,2,192
Gustaf,Gustafva,2,192
Matia,Marit,2,192
Lidewij,Liedewij,1,192
Aickes,Aicke,1,192
Geert,Geerd,1,192
Melite,Amelie,2,192
Tammo,Tamme,1,192
Wicher,Wijcher,1,192
Teens,Teen,1,192
Melee,Amelie,2,192
Jenny,Henry,2,192
Sina,Anna,2,192
Sina,Josina,2,192
Elmer,Elie,2,192
Willam,William,1,192
Adele,Adelia,2,192
Lucas,Lukas,1,192
Wiecher,Wijcher,1,192
Srensen,Jensen,2,192
Sten,Tosten,2,192
Mons,Jon,2,192
Ulrikke,Ulrique,2,192
Larssen,Laursen,2,192
Rosa,Rosala,2,192
Gunlik,Gunleik,1,192
Bruine,Bruinen,1,192
Amudsdatter,Knudsdatter,2,192
Martta,Matti,2,192
Francis,Francisca,2,192
Jan,Job,2,192
Laurs,Laurits,2,192
Neeltje,Engeltje,2,192
Gurina,Guri,2,192
Margaritha,Margaretha,1,192
Tonis,Tonisse,2,192
Ane,Hake,2,192
Allagonda,Alagonda,1,192
Jaapje,Kaatje,2,192
Christiane,Christiana,1,189
Annie,Fannie,1,189
Mary,Ray,2,189
Carl,Cora,2,189
Mrta,Maria,2,189
Phillip,Philipp,2,189
Jean,Johan,2,189
Michiel,Michael,1,189
Jacoba,Jacobs,1,186
Joe,Jane,2,186
Carey,Mary,2,186
Marten,Martens,1,186
Ester,Esther,1,186
Belle,Ellen,2,186
Jules,Julien,2,186
Anglique,Angelique,1,186
Fritz,Franz,2,186
Alan,Ann,2,186
Michel,Michael,1,186
Ole,Oline,2,186
Charlotte,Charlotta,1,186
Jamie,James,2,186
Luz,Luis,2,186
Eve,Eva,1,183
Olea,Ole,1,183
Augustine,Auguste,2,183
Hendricus,Henricus,1,183
Magdelena,Magdalena,1,183
Hendrica,Hendrik,2,183
May,Mae,1,183
William,Willam,1,183
Augustine,Augustin,1,183
Klara,Clara,1,183
Jean,Juan,1,183
Teunisz,Teunis,1,183
Willem,Willemse,2,183
Marie,Marius,2,183
John,Joe,2,183
Ina,Ann,2,183
Eliza,Elias,2,183
Susanna,Susanne,1,183
Laura,Sara,2,180
Florence,Clarence,2,180
Anna,Fanny,2,180
Inga,Inger,2,180
Eloff,Elof,1,180
Nina,Anna,2,180
Ferdinand,Ferdinanda,1,180
Charles,Charley,1,180
Catharina,Catarina,1,180
Rudolf,Rudolph,2,180
Vilhelm,Wilhelm,1,180
Ada,Ida,1,177
Lula,Lucy,2,177
Domenico,Domenica,1,177
Baby,Mary,2,177
Ariens,Arien,1,177
Antje,Jantje,1,177
Fannie,Annie,1,177
Mlanie,Marie,2,177
Antonie,Antonia,1,177
Esther,Ester,1,177
Faye,Jane,2,177
Jan,Janke,2,177
Christen,Christine,2,177
Mary,Hardy,2,177
June,Jane,1,177
Maria,Marco,2,177
Hendrina,Hendrika,1,177
Hanna,Hannah,1,174
Leendertsz,Leendert,2,174
Jantje,Antje,1,174
Georgie,George,1,174
Carel,Carl,1,174
Jakob,Jacobs,2,174
Allan,Ellen,2,174
Cora,Clara,2,174
Joannes,Jeanne,2,174
Gijsbert,Gijsberts,1,174
Bessie,Jesse,2,174
Eva,Levi,2,174
Kari,Lars,2,174
Frederick,Friederich,2,174
Marian,Maria,1,174
Hendrick,Hendrik,1,174
Edna,Edgar,2,171
Ella,Eva,2,171
Agnes,Agness,1,171
Albert,Albertus,2,171
Eliza,Eli,2,171
Arend,Arends,1,171
Catharina,Cathrine,2,171
Luis,Luisa,1,171
Freerks,Freerk,1,171
Eli,Eliza,2,171
Karolina,Carolina,1,171
Hendrik,Hendrick,1,171
Josepha,Josephus,2,171
Frederik,Frederikke,2,171
Roy,Rose,2,171
Adriaan,Adrian,1,171
Jerry,Henry,2,171
Salomina,Jacomina,2,168
Marcy,Mary,1,168
Eva,Ella,2,168
Clara,Cora,2,168
Franois,Francoise,2,168
Hendriksz,Hendrik,2,168
Elbert,Robert,2,168
Fredrick,Friedrich,2,168
Jonathon,Jonathan,1,168
Konrad,Conrad,1,168
Johan,Jran,2,168
Friedrich,Diedrich,2,168
Lammerts,Lammert,1,168
Cecil,Cecilia,2,168
Angle,Anne,2,168
Andre,Andr,1,168
Antje,Anne,2,168
Hlne,Anne,2,168
Johan,Joan,1,168
Julia,Julie,1,168
Marit,Mari,1,168
Adolph,Adolf,2,168
Charlotta,Charlotte,1,165
Selina,Eliza,2,165
Catharina,Cathrina,1,165
Lawrence,Laurence,1,165
Leonard,Bernard,2,165
Mrta,Brita,2,165
Hendrikus,Hendricus,1,165
Manuel,Manoel,1,165
Ray,May,1,165
Anna,Karna,2,165
Isabella,Izabella,1,165
Kristine,Kirstine,2,165
Jonas,Jon,2,165
Marie,Maxime,2,165
Anna,Ana,1,165
Marco,Maria,2,165
Gesina,Gezina,1,165
Sydney,Sidney,1,162
Steven,Stephen,2,162
Lula,Julia,2,162
Gerhard,Bernard,2,162
Eugene,Eugenia,2,162
Julius,Julia,2,162
Hinrich,Henrich,1,162
Bernardus,Gerhardus,2,162
Simon,Simonsz,2,162
Franciszek,Franciszka,2,162
Margaretta,Margaret,2,162
Brita,Greta,2,162
Roy,Rosa,2,162
Ida,Ira,1,159
Margretha,Margaretha,1,159
Maud,Maude,1,159
Hessels,Hessel,1,159
Aletta,Alletta,1,159
Lieuwes,Lieuwe,1,159
Pauline,Paulina,1,159
Pehr,Per,1,159
Jan,Hans,2,159
Sara,Lars,2,159
Geertje,Geert,2,159
Janke,Jan,2,159
Morten,Maren,2,159
Auguste,Augustin,2,159
Gertruida,Geertruyda,2,159
Jehu,John,2,156
Johannes,Jannes,2,156
Kari,Guri,2,156
Hubertus,Hubert,2,156
Ray,Mae,2,156
May,Maud,2,156
Rene,Ren,1,156
John,Jehu,2,156
Ellen,Ella,2,156
Earl,Carl,1,156
Lula,Laura,2,156
Ferdinand,Ferdinando,1,156
Etta,Emma,2,156
Claire,Clara,2,153
Lillias,William,2,153
Mads,Hans,2,153
Lillian,Lillie,2,153
Catharina,Katarina,2,153
Madsen,Mads,2,153
Charlene,Charles,2,153
Hans,Ann,2,153
Madeleine,Magdeleine,1,153
Karin,Marit,2,153
Hermann,Herman,1,153
Helen,Allen,2,153
Catherine,Katherina,2,153
Jzefa,Jzef,1,150
Georges,George,1,150
Gerarda,Gerardus,2,150
Gerhardus,Gerardus,1,150
Mina,Anna,2,150
Carol,Carl,1,150
Gijsberts,Gijsbert,1,150
Gustava,Gustaf,2,150
Guy,Lucy,2,150
Albert,Gilbert,2,150
Nils,Nilsen,2,150
Omar,Mary,2,150
Arjens,Arjen,1,150
Henrietta,Henriette,1,150
Jansd,Jan,2,150
Arend,Arent,1,150
Maude,Marie,2,150
Lucy,Luke,2,150
Edward,Edgar,2,150
Douwe,Douwes,1,150
Holm,Ole,2,150
Polly,Sally,2,150
Anne,Agns,2,147
Lena,Eva,2,147
Rene,Rose,2,147
Larsen,Maren,2,147
Joann,John,2,147
Berend,Berent,1,147
Ole,Oluf,2,147
Marit,Berit,2,147
Catherine,Katharine,2,147
Lukas,Lucas,1,147
Paul,Paulus,2,147
Tjerks,Tjerk,1,147
Michiel,Michel,1,147
Moise,Louise,2,147
Madsen,Larsen,2,144
Madsdatter,Larsdatter,2,144
Aaltgen,Aaltje,2,144
Jens,Jane,2,144
Caspar,Casper,1,144
Gerardus,Gerardi,2,144
Aagtje,Martje,2,144
Michelss,Michel,2,144
Huijge,Huijgen,1,144
Ymkje,Yfke,2,144
Byrdie,Byrd,2,144
Carlos,Carl,2,144
Moise,Rose,2,144
Kari,Marit,2,144
Izak,Isak,1,144
Per,Peter,2,144
Jacoba,Jacobsz,2,144
Willems,Willemsz,1,144
Mari,Kari,1,144
Martin,Martino,1,144
Vincenza,Vincenzo,1,144
Nr,Hj,2,144
Vincenzo,Vincenza,1,144
Klaasz,Claas,2,144
Margaretha,Margrietha,2,144
Nicolas,Nicholas,1,144
Josua,Josina,2,144
Josph,Joseph,1,144
Nanne,Nannesz,2,144
Geugjes,Geuchjes,2,144
Anna,Alma,2,144
Maria,Mariah,1,144
Lodewika,Lodewica,1,144
Mattie,Marie,2,144
Gaspard,Gasparus,2,144
Louwisa,Louws,2,144
Elsie,Bessie,2,141
Julian,Juan,2,141
Jzef,Jzefa,1,141
Arends,Arend,1,141
Jantje,Martje,2,141
Hendrika,Hendrikje,2,141
Janke,Jans,2,141
Katharine,Catherine,2,141
Barendse,Barend,2,141
Ages,Age,1,141
Niels,Nils,1,141
Williams,William,1,141
Hester,Peter,2,141
Cornelisz,Cornelisse,2,141
Ana,Anna,1,141
Marie,Valrie,2,141
Edward,Howard,2,141
Marie,Mariane,2,138
Edna,Lena,2,138
Karl,Klara,2,138
Arnold,Arnoldus,2,138
Arne,Anna,2,138
Marie,Marion,2,138
Willliam,William,1,138
Peter,Hester,2,138
Rosa,Rose,1,138
Paula,Pablo,2,138
Alta,Anna,2,138
Herman,Hermanus,2,138
Mark,Maria,2,138
William,Lillias,2,138
Christine,Christiana,2,138
Nancy,Fanny,2,138
Ada,Adam,1,138
August,Augustus,2,135
Amada,Mara,2,135
Helena,Lena,2,135
Elna,Ola,2,135
Abels,Abel,1,135
Barry,Mary,2,135
Antje,Annetje,2,135
Ariaantje,Ariaentje,1,135
Anne,Rene,2,135
Juliana,Juana,2,135
Jans,Jannes,2,135
Matilda,Mathilda,1,135
Georg,Jerg,2,135
Janie,Jane,1,135
Adah,Sarah,2,132
Neeltje,Geertje,2,132
Marille,Marie,2,132
Juho,Juha,1,132
Ella,Elias,2,132
Gottlieb,Gottlob,2,132
Abraham,Abrahams,1,132
Cornelius,Cornelisse,2,132
Gertrude,Gertrud,1,132
Gustaf,Gustava,2,132
Sofie,Sophie,2,132
Kristine,Christine,2,132
Maria,Kari,2,132
John,Jose,2,132
Kirsten,Kirstine,2,132
Seth,Ruth,2,132
Isabella,Isabelle,1,132
Jantje,Jeltje,2,132
Katherina,Katharina,1,132
Claasse,Claasz,2,132
Mary,Myra,2,132
Else,Olsen,2,132
Elsie,Nellie,2,132
John,Juan,2,132
Gerardus,Bernardus,2,132
Leroy,Roy,2,132
Lisa,Caisa,2,132
Julian,Julia,1,129
Amy,Ada,2,129
Beata,Brita,2,129
Dennis,Denis,1,129
Teunisse,Teunis,2,129
Lee,Lou,2,129
Margaret,Margarethe,2,129
Jennie,Minnie,2,129
Gustava,Gustav,1,129
Antje,Aafje,2,129
Theresa,Teresa,1,129
Samual,Samuel,1,129
Salomina,Salomon,2,129
Ann,Ada,2,129
Dirksz,Dirk,2,129
Maria,Martn,2,129
Eva,Lena,2,129
Anny,Anna,1,129
Gerard,Gerardus,2,129
Ester,Peter,2,129
Trientje,Trijntje,1,129
Melles,Melle,1,129
Sabra,Sarah,2,129
Jones,James,2,126
Susanna,Suzanna,1,126
Jeanne,Joanna,2,126
Joan,Joanna,2,126
Teunis,Theunis,1,126
Martina,Marthina,1,126
Jess,Jose,2,126
Klaas,Klases,2,126
Lars,Mari,2,126
Pieters,Pietersz,1,126
Raa,Rd,2,126
Isobel,Isabel,1,126
Louisa,Lois,2,126
Anna,Ada,2,126
Claesz,Claasz,1,126
Frederica,Frederick,1,126
James,Jones,2,126
Dirk,Derks,2,126
Philippus,Phillipus,2,126
Rosala,Rosa,2,126
Amalie,Amalia,1,126
Jantien,Jantje,2,126
May,Amy,2,126
Agnes,Ane,2,126
Katharina,Katherine,2,126
Jan,Ji,2,126
Joan,Juan,1,126
Gijsbertus,Gijsbert,2,126
Theresia,Theresa,1,126
Salomon,Salomina,2,126
Roelofje,Roelof,2,126
Maria,Mari,1,126
Petrus,Petri,2,126
Bert,Robert,2,123
Paulus,Paul,2,123
Hanne,Johanne,2,123
Jay,Jane,2,123
Regina,Rosina,2,123
Arnolda,Arnoldus,2,123
Peter,Peters,1,123
Antnio,Antnia,1,123
Elizabeth,Lisabeth,2,123
Joann,Johann,1,123
Alice,Alicia,2,123
Margaret,Margaretta,2,123
Hubert,Albert,2,123
Ruth,Seth,2,123
Martina,Martinus,2,123
Harry,Harvey,2,123
Philipus,Philippus,1,123
Frederick,Frederica,1,123
Donna,Anna,2,123
Hilda,Ida,2,123
Julin,Juan,2,123
Sallie,Sally,2,123
Paul,Pearl,2,123
Laurence,Lawrence,1,123
Marian,Marion,1,123
Allen,Helen,2,123
Alma,Ada,2,123
Joesph,Joseph,2,123
Cecelia,Cecilia,1,123
Jacobs,Jacobus,1,123
Maria,Marx,2,123
Jan,Jansd,2,120
Jakobs,Jakob,1,120
Alva,Anna,2,120
Henry,Perry,2,120
Mara,Amada,2,120
Foppe,Foppes,1,120
Larssen,Larsson,1,120
Rose,Moses,2,120
Elinor,Eleanor,2,120
Alida,Aleida,1,120
Marta,Mria,2,120
Ina,Anna,2,120
